state_name,drug_name,generic_name,bene_count,prescriber_count,total_claim_count,total_drug_cost
National Total,NASONEX,MOMETASONE FUROATE,579609,173296,1451289,241725364.5
National Total,NATACHEW,PNV55/IRON FUM & BISGLY/FA,  ,  ,19,1956.58
National Total,NATACYN,NATAMYCIN,576,502,926,238029.2
National Total,NATALVIRT 90 DHA,PN W-CA64/IRON CB&GL/FA/DSS/DH,26,26,53,3603.01
National Total,NATALVIRT CA,PNV38/IRON CBN&GLUC/FA/DSS/DHA,21,19,53,3244.82
National Total,NATALVIRT FLT,IRON CARB & GLUC/FA/B12/C/DSS,13,13,35,1382.97
National Total,NATAZIA,ESTRADIOL VALERATE/DIENOGEST,110,118,492,54933.7
National Total,NATEGLINIDE,NATEGLINIDE,61869,34214,315256,37709724.73
National Total,NATELLE ONE,PNV WITH CANO.70/IRON/FA/DHA,11,12,30,3571.51
National Total,NATURE-THROID,THYROIDPORK,  ,  ,33,347.08
National Total,NEBUPENT,PENTAMIDINE ISETHIONATE,29,32,70,8127.95
National Total,NECON,NORETHINDRONE-ETHINYL ESTRAD,3925,4360,20749,645918.59
National Total,NECON,NORETHINDRONE-MESTRANOL,430,502,2403,78875.28
National Total,NEEDLES,NEEDLES INSULIN DISPOSABLE,114,115,160,3207.86
National Total,NEFAZODONE HCL,NEFAZODONE HCL,9186,9544,55835,3306783.12
National Total,NEO-POLYCIN,NEOMY SULF/BACITRA/POLYMYXIN B,444,408,583,25975.55
National Total,NEO-POLYCIN HC,NEOMY SULF/BACITRAC ZN/POLY/HC,484,440,634,32930.54
National Total,NEOMYCIN SULFATE,NEOMYCIN SULFATE,33648,10982,45756,1637871.56
National Total,NEOMYCIN-BACITRACIN-POLY-HC,NEOMY SULF/BACITRAC ZN/POLY/HC,4020,3407,5181,227850.71
National Total,NEOMYCIN-BACITRACIN-POLYMYXIN,NEOMY SULF/BACITRA/POLYMYXIN B,5147,4461,6632,266370.25
National Total,NEOMYCIN-POLYMYXIN B,NEOMY SULF/POLYMYXIN B SULFATE,782,597,5592,352603.85
National Total,NEOMYCIN-POLYMYXIN-DEXAMETH,NEO/POLYMYX B SULF/DEXAMETH,323412,53756,459436,7841692.37
National Total,NEOMYCIN-POLYMYXIN-GRAMICIDIN,NEOMYCIN/POLYMYXN B/GRAMICIDIN,10660,6075,12342,395011.39
National Total,NEOMYCIN-POLYMYXIN-HC,NEOMYCIN/POLYMYXIN B SULF/HC,225091,98959,266642,8196584.1
National Total,NEOMYCIN-POLYMYXIN-HYDROCORT,NEOMYCIN/POLYMYXIN B SULF/HC,237254,94709,279512,6189478.03
National Total,NEORAL,CYCLOSPORINE MODIFIED,1871,1568,12595,4159034.12
National Total,NEOSPORIN,NEOMYCIN/POLYMYXN B/GRAMICIDIN,17,17,23,1102.78
National Total,NEOSPORIN G.U. IRRIGANT,NEOMY SULF/POLYMYXIN B SULFATE,125,117,720,66764.98
National Total,NEOSTIGMINE METHYLSULFATE,NEOSTIGMINE METHYLSULFATE,  ,11,31,651.61
National Total,NEPHPLEX RX,VIT B CMPLX NO3/FA/C/BIOT/ZINC,205,181,877,12023.97
National Total,NEPHRO-VITE RX,VIT B CMPLX 3/FA/VIT C/BIOTIN,632,626,2131,41045.1
National Total,NEPHROCAPS,FOLIC ACID/VITAMIN B COMP W-C,966,876,2911,107201.93
National Total,NEPHROCAPS QT,VIT B COMPLEX & C NO.13/FA/D3,30,31,76,3190.61
National Total,NEPHRON FA,FE FUMARATE/DOSS/FA/BCOMP&C,127,103,511,13774.46
National Total,NEPTAZANE,METHAZOLAMIDE,70,73,196,31990.18
National Total,NESINA,ALOGLIPTIN BENZOATE,707,559,1574,496100.47
National Total,NESTABS,PRENATAL VIT#86/IRON BISGLY/FA,25,31,51,2624.97
National Total,NESTABS DHA,PNV #87/IRON BISGLY/FA/DHA,30,30,61,4104.94
National Total,NEULASTA,PEGFILGRASTIM,3057,1720,9550,46822004.07
National Total,NEUMEGA,OPRELVEKIN,34,33,78,218906.26
National Total,NEUPOGEN,FILGRASTIM,9147,5687,26222,70745632.24
National Total,NEUPRO,ROTIGOTINE,16992,8313,73352,25925715.04
National Total,NEURIN-SL,CYANOCOBALAMIN/MECOBALAMIN,11,11,27,483.87
National Total,NEURONTIN,GABAPENTIN,6234,6913,32492,14386519.51
National Total,NEURPATH-B,METHYL-B12/L-MEFOLATE/B6 PHOS,  ,  ,17,1023.35
National Total,NEVANAC,NEPAFENAC,273490,19601,468260,73354361.3
National Total,NEVIRAPINE,NEVIRAPINE,4706,3384,37792,5365232.93
National Total,NEXA PLUS,PNV53/IRON FUM/FA/DOCUSATE/DHA,43,43,106,11850.67
National Total,NEXA SELECT,PRENATAL #58/IRON/FA/DSS/DHA,12,13,28,3374.54
National Total,NEXAVAR,SORAFENIB TOSYLATE,5069,3401,17550,138376741.2
National Total,NEXIUM,ESOMEPRAZOLE MAGNESIUM,1484011,294246,8192362,2526306069
National Total,NEXIUM I.V.,ESOMEPRAZOLE SODIUM,71,80,726,319456.25
National Total,NEXPLANON,ETONOGESTREL,47,44,47,31420.28
National Total,NEXT CHOICE,LEVONORGESTREL,49,48,59,1726.95
National Total,NEXT CHOICE ONE DOSE,LEVONORGESTREL,924,967,1356,40934.41
National Total,NIACIN ER,NIACIN,137493,71714,226486,53675694.31
National Total,NIACOR,NIACIN,3148,3170,13592,365358.46
National Total,NIASPAN,NIACIN,304234,120728,1395093,377119776.3
National Total,NICARDIPINE HCL,NICARDIPINE HCL,3894,4000,20905,1311082.39
National Total,NICOMIDE,M-TETRAHYROFOLATE/NIACIN/CU/ZN,84,80,283,55200.77
National Total,NICOTROL,NICOTINE,15295,12537,29388,7378301.79
National Total,NICOTROL NS,NICOTINE,3215,3172,9941,2835841.75
National Total,NIFEDIAC CC,NIFEDIPINE,50322,37319,138724,9539176.71
National Total,NIFEDICAL XL,NIFEDIPINE,199558,106960,907685,41265997.64
National Total,NIFEDIPINE,NIFEDIPINE,9803,9486,30595,2530295.45
National Total,NIFEDIPINE ER,NIFEDIPINE,536637,188458,2868718,141127470.3
National Total,NILANDRON,NILUTAMIDE,1162,778,4810,11478518.93
National Total,NIMODIPINE,NIMODIPINE,744,729,1772,1551781.9
National Total,NIPENT,PENTOSTATIN,  ,  ,14,31445
National Total,NIRAVAM,ALPRAZOLAM,89,93,313,144215.89
National Total,NISOLDIPINE,NISOLDIPINE,22240,18876,126356,37375339.62
National Total,NITRO-BID,NITROGLYCERIN,15409,11909,27056,1065827.62
National Total,NITRO-DUR,NITROGLYCERIN,6413,6147,25751,4199923.17
National Total,NITROFURANTOIN,NITROFURANTOIN,2854,2895,6749,4549342.19
National Total,NITROFURANTOIN,NITROFURANTOIN MACROCRYSTAL,309809,123436,814730,36510604.07
National Total,NITROFURANTOIN MONO-MACRO,NITROFURANTOIN MONOHYD/M-CRYST,1084501,275436,1695077,73056859.42
National Total,NITROGLYCERIN,NITROGLYCERIN,33112,21628,49156,12045546.45
National Total,NITROGLYCERIN IN D5W,NITROGLYCERIN/D5W,18,16,20,783.73
National Total,NITROGLYCERIN PATCH,NITROGLYCERIN,151065,73050,791181,25626588
National Total,NITROLINGUAL,NITROGLYCERIN,25232,17051,40115,12216723.48
National Total,NITROMIST,NITROGLYCERIN,1113,1014,1644,470612.36
National Total,NITROSTAT,NITROGLYCERIN,1353360,240609,2154236,33277577.99
National Total,NIZATIDINE,NIZATIDINE,16516,13112,74351,3302369.33
National Total,NIZORAL,KETOCONAZOLE,338,337,624,35658.09
National Total,NOR-Q-D,NORETHINDRONE,22,23,53,3717.28
National Total,NORA-BE,NORETHINDRONE,1773,1808,6627,210069.78
National Total,NORCO,HYDROCODONE/ACETAMINOPHEN,3264,3775,11943,3264078.42
National Total,NORDETTE-28,LEVONORGESTREL-ETH ESTRADIOL,  ,  ,32,4228.69
National Total,NORDITROPIN FLEXPRO,SOMATROPIN,851,644,5603,8481078.24
National Total,NORDITROPIN NORDIFLEX,SOMATROPIN,38,38,172,663946.2
National Total,NORETHINDRONE,NORETHINDRONE,1800,1871,6189,180677.04
National Total,NORETHINDRONE ACETATE,NORETHINDRONE ACETATE,10196,8038,37250,2865981.18
National Total,NORETHINDRONE-ETHIN ESTRADIOL,NORETH-ETHINYL ESTRADIOL/IRON,17,18,30,2417.54
National Total,NORGESTIMATE-ETHINYL ESTRADIOL,NORGESTIMATE-ETHINYL ESTRADIOL,3568,3825,17244,383039.14
National Total,NORINYL 1+35,NORETHINDRONE-ETHINYL ESTRAD,13,12,22,2273.22
National Total,NORINYL 1+50,NORETHINDRONE-MESTRANOL,19,19,55,4948.68
National Total,NORITATE,METRONIDAZOLE,4578,3656,6312,2191499.6
National Total,NOROXIN,NORFLOXACIN,1741,1717,4330,533078.04
National Total,NORPACE,DISOPYRAMIDE PHOSPHATE,59,67,265,77342.71
National Total,NORPACE CR,DISOPYRAMIDE PHOSPHATE,1798,1884,10010,2866140.74
National Total,NORPRAMIN,DESIPRAMINE HCL,167,190,1010,270597.33
National Total,NORTREL,NORETHINDRONE-ETHINYL ESTRAD,4117,4492,25386,668605.44
National Total,NORTRIPTYLINE HCL,NORTRIPTYLINE HCL,293953,126688,1274437,17255243.62
National Total,NORVASC,AMLODIPINE BESYLATE,13972,14218,69963,11345532.21
National Total,NORVIR,RITONAVIR,61867,15003,529647,185203787.6
National Total,NOVAFERRUM,IRON PS CMPLX/FOLIC ACID/VIT C,  ,  ,13,559.08
National Total,NOVAREL,CHORIONIC GONADOTROPIN HUMAN,104,104,329,122749.23
National Total,NOVOFINE,NEEDLES INSULIN DISPOSABLE,65661,45494,202568,8325022.81
National Total,NOVOFINE 32,NEEDLES INSULIN DISPOSABLE,93227,52076,257549,12430786.87
National Total,NOVOFINE AUTOCOVER,NEEDLES INSULIN DISP. SAFETY,27604,13600,102438,5779777.61
National Total,NOVOLIN 70-30,HUM INSULIN NPH/REG INSULIN HM,133929,78576,752803,132969487.2
National Total,NOVOLIN N,NPH HUMAN INSULIN ISOPHANE,89343,60698,455099,67842657.67
National Total,NOVOLIN R,INSULIN REGULAR HUMAN,140564,64510,586649,61218268.65
National Total,NOVOLOG,INSULIN ASPART,356851,131574,1621075,438613355.8
National Total,NOVOLOG FLEXPEN,INSULIN ASPART,425399,145778,1579973,619666076.5
National Total,NOVOLOG MIX 70-30,INSULN ASP PRT/INSULIN ASPART,77762,49984,418903,161341010.3
National Total,NOVOLOG MIX 70-30 FLEXPEN,INSULN ASP PRT/INSULIN ASPART,118850,64783,576910,294072802.7
National Total,NOVOPEN 3,INSULIN ADMIN. SUPPLIES,119,121,144,6976.02
National Total,NOVOPEN JR,INSULIN ADMIN. SUPPLIES,50,49,59,2087.18
National Total,NOVOTWIST,NEEDLES INSULIN DISPOSABLE,20893,13891,48083,2010827
National Total,NOXAFIL,POSACONAZOLE,1425,1373,4974,19569965.12
National Total,NP THYROID,THYROIDPORK,2344,2120,5534,46100.61
National Total,NPLATE,ROMIPLOSTIM,102,93,630,3438736.74
National Total,NUCYNTA,TAPENTADOL HCL,25925,17491,83003,22049839.49
National Total,NUCYNTA ER,TAPENTADOL HCL,13578,9036,51989,16946083.13
National Total,NUEDEXTA,DEXTROMETHORPHAN HBR/QUINIDINE,20986,10066,173599,61251778.42
National Total,NULEV,HYOSCYAMINE SULFATE,47,49,86,10127.13
National Total,NULOJIX,BELATACEPT,20,16,69,130758.05
National Total,NULYTELY WITH FLAVOR PACKS,SODIUM CHLORIDE/NAHCO3/KCL/PEG,9388,3953,9924,275031.49
National Total,NUQUIN HP,DIOXYBENZONE/PDO/HYDROQUINONE,40,39,70,2439.93
National Total,NUTRI-TAB OB + DHA,PNV #87/IRON BISGLY/FA/DHA,11,13,27,1356.19
National Total,NUTROPIN,SOMATROPIN,  ,12,79,218134.06
National Total,NUTROPIN AQ,SOMATROPIN,197,196,1261,2409097.5
National Total,NUTROPIN AQ NUSPIN,SOMATROPIN,251,198,1488,3107847.99
National Total,NUVARING,ETONOGESTREL/ETHINYL ESTRADIOL,3173,3518,13421,1576828.37
National Total,NUVIGIL,ARMODAFINIL,22682,16948,107064,54843944.98
National Total,NYAMYC,NYSTATIN,99696,55912,190052,9714312.93
National Total,NYSTATIN,NYSTATIN,987453,302796,1924439,62040732.35
National Total,NYSTATIN-TRIAMCINOLONE,NYSTATIN/TRIAMCIN,363645,121784,636690,83132979.53
National Total,NYSTOP,NYSTATIN,297678,129721,611579,28521969.5
National Total,O-CAL PRENATAL,PRENATAL VIT/IRON FUMARATE/FA,15,13,27,268.28
National Total,OB COMPLETE,IRONCARBONYL/FA/MULTIVITS-MIN,19,17,48,2560.81
National Total,OB COMPLETE ONE,PN85/IRON CB&ASP G/FA/DHA/FISH,56,48,199,21728.97
National Total,OB COMPLETE PETITE,PNV #56/IRON CARB&ASPG/FA/DHA,17,17,28,3054.17
National Total,OB COMPLETE WITH DHA,PNV #30/IRON CARB&ASPG/FA/OM3,  ,  ,19,1391.76
National Total,OCELLA,ETHINYL ESTRADIOL/DROSPIRENONE,1719,1960,9218,656247.71
National Total,OCTAGAM,IMMUNE GLOBULING(IGG)/MALTOSE,138,96,842,9298226.41
National Total,OCTREOTIDE ACETATE,OCTREOTIDE ACETATE,2686,2851,12093,10790912.62
National Total,OCUDOX,DOXY/EYELID CLNS #3/EYE EML #1,93,55,152,6811.28
National Total,OCUFEN,FLURBIPROFEN SODIUM,15,15,36,2309.17
National Total,OCUFLOX,OFLOXACIN,267,186,340,24384.77
National Total,OFLOXACIN,OFLOXACIN,553387,82164,771643,8850030.82
National Total,OGESTREL,NORGESTREL-ETHINYL ESTRADIOL,436,504,2911,128008.42
National Total,OLANZAPINE,OLANZAPINE,356788,129277,2889921,446440657.6
National Total,OLANZAPINE ODT,OLANZAPINE,33960,22889,203035,67410923.57
National Total,OLANZAPINE-FLUOXETINE HCL,OLANZAPINE/FLUOXETINE HCL,4945,4482,27796,12539760.04
National Total,OLEPTRO ER,TRAZODONE HCL,705,732,3460,488344.26
National Total,OLUX,CLOBETASOL PROPIONATE,222,220,390,184183.18
National Total,OLUX-E,CLOBETASOL PROPIONATE/EMOLL,916,828,1546,675191.57
National Total,OLYSIO,SIMEPREVIR SODIUM,65,49,65,1571232.83
National Total,OMECLAMOX-PAK,OMEPRAZOLE/CLARITH/AMOXICILLIN,769,528,779,329215.27
National Total,OMEPRAZOLE,OMEPRAZOLE,6381404,468856,32250368,643037583.9
National Total,OMEPRAZOLE-SODIUM BICARBONATE,OMEPRAZOLE/SODIUM BICARBONATE,12595,9834,46936,19333099.15
National Total,OMNARIS,CICLESONIDE,8612,7122,20318,3062164.35
National Total,OMNIPRED,PREDNISOLONE ACETATE,414,223,629,57126.22
National Total,OMNITROPE,SOMATROPIN,399,348,2688,3416676.25
National Total,ONDANSETRON HCL,ONDANSETRON HCL,789968,275258,1544791,42336904.24
National Total,ONDANSETRON HCL,ONDANSETRON HCL/PF,8956,5032,17458,772831.14
National Total,ONDANSETRON ODT,ONDANSETRON,465887,185096,716991,20748272.74
National Total,ONFI,CLOBAZAM,4388,2693,33064,15032838.82
National Total,ONGLYZA,SAXAGLIPTIN HCL,148547,64809,741335,247583247.5
National Total,ONMEL,ITRACONAZOLE,71,73,120,131280.04
National Total,OPANA,OXYMORPHONE HCL,310,333,603,296433.82
National Total,OPANA ER,OXYMORPHONE HCL,50151,21385,273005,148884844
National Total,OPIUM TINCTURE,OPIUM TINCTURE,2907,3495,10277,6540509.1
National Total,OPSUMIT,MACITENTAN,159,119,160,1127282.57
National Total,OPTIVAR,AZELASTINE HCL,367,373,835,144931.28
National Total,ORACEA,DOXYCYCLINE MONOHYDRATE,7142,5179,23680,13037688.67
National Total,ORACIT,CITRIC ACID/SODIUM CITRATE,76,80,239,8052.15
National Total,ORALONE,TRIAMCINOLONE ACETONIDE,61,61,76,6021.29
National Total,ORAP,PIMOZIDE,2127,2225,13406,1645247.64
National Total,ORAPRED,PREDNISOLONE SOD PHOSPHATE,  ,  ,18,9342.51
National Total,ORAPRED ODT,PREDNISOLONE SOD PHOSPHATE,260,225,321,67224.51
National Total,ORAVIG,MICONAZOLE,17,18,19,6951.7
National Total,ORBIVAN,BUTALB/ACETAMINOPHEN/CAFFEINE,13,13,24,2177.36
National Total,ORENCIA,ABATACEPT,5066,2727,29066,75199465.29
National Total,ORENCIA,ABATACEPT/MALTOSE,1091,491,6255,13442166.24
National Total,ORPHENADRINE CITRATE,ORPHENADRINE CITRATE,51397,24915,113036,4455584.16
National Total,ORPHENADRINE COMPOUND,ORPHENADRINE/ASPIRIN/CAFFEINE,243,233,399,49589.34
National Total,ORPHENADRINE COMPOUND FORTE,ORPHENADRINE/ASPIRIN/CAFFEINE,536,539,1083,115009.99
National Total,ORSYTHIA,LEVONORGESTREL-ETH ESTRADIOL,1912,2089,9498,262614.87
National Total,ORTHO EVRA,NORELGESTROMIN/ETHIN.ESTRADIOL,2163,2454,10627,1341750.24
National Total,ORTHO MICRONOR,NORETHINDRONE,83,80,298,14279.3
National Total,ORTHO TRI-CYCLEN,NORGESTIMATE-ETHINYL ESTRADIOL,155,170,647,25558.31
National Total,ORTHO TRI-CYCLEN LO,NORGESTIMATE-ETHINYL ESTRADIOL,2429,2734,12061,1579668.42
National Total,ORTHO-CEPT,DESOGESTREL-ETHINYL ESTRADIOL,  ,  ,35,3002.34
National Total,ORTHO-CYCLEN,NORGESTIMATE-ETHINYL ESTRADIOL,107,119,424,17046.27
National Total,ORTHO-NOVUM,NORETHINDRONE-ETHINYL ESTRAD,85,99,429,22364.61
National Total,OSCIMIN,HYOSCYAMINE SULFATE,97,94,177,3390.49
National Total,OSCIMIN SL,HYOSCYAMINE SULFATE,111,114,210,4402.98
National Total,OSENI,ALOGLIPTIN BENZ/PIOGLITZONE,520,419,1079,368646.89
National Total,OSMOPREP,NAPHOS M-B M-H/NA PHOSDI-BA,18508,4596,18984,2218327.03
National Total,OSPHENA,OSPEMIFENE,21,21,23,4640.17
National Total,OTICIN,CHLOROXYLENOL/PRAMOXINE HCL,63,53,66,2639.05
National Total,OVACE PLUS,SULFACETAMIDE SODIUM,49,47,78,21054.64
National Total,OVCON-35,NORETHINDRONE-ETHINYL ESTRAD,13,15,68,9197.72
National Total,OVIDE,MALATHION,72,71,93,16072.53
National Total,OXACILLIN,OXACILLIN SODIUM/DEXTROSEISO,154,143,514,430206.33
National Total,OXACILLIN SODIUM,OXACILLIN SODIUM,674,602,2613,2113958.89
National Total,OXALIPLATIN,OXALIPLATIN,387,208,1460,3097190.77
National Total,OXANDROLONE,OXANDROLONE,2245,1626,11249,6245422.34
National Total,OXAPROZIN,OXAPROZIN,35190,20695,111711,20729798.87
National Total,OXAZEPAM,OXAZEPAM,25022,20440,115553,7643446.36
National Total,OXCARBAZEPINE,OXCARBAZEPINE,134611,73440,925023,46138216.75
National Total,OXECTA,OXYCODONE HCL,53,52,147,43989.59
National Total,OXISTAT,OXICONAZOLE NITRATE,11681,7371,18015,4747188.61
National Total,OXSORALEN,METHOXSALEN,36,33,43,15803.82
National Total,OXSORALEN-ULTRA,METHOXSALEN RAPID,484,389,1329,2456568.76
National Total,OXTELLAR XR,OXCARBAZEPINE,81,79,103,34643.16
National Total,OXYBUTYNIN CHLORIDE,OXYBUTYNIN CHLORIDE,585338,190579,2482125,50313728.79
National Total,OXYBUTYNIN CHLORIDE ER,OXYBUTYNIN CHLORIDE,488034,165109,2349292,167776872
National Total,OXYCODONE CONCENTRATE,OXYCODONE HCL,624,631,1245,315036.43
National Total,OXYCODONE HCL,OXYCODONE HCL,1039627,288429,5410057,216556245.4
National Total,OXYCODONE HCL-ACETAMINOPHEN,OXYCODONE HCL/ACETAMINOPHEN,652263,204923,3308038,175523132
National Total,OXYCODONE HCL-ASPIRIN,OXYCODONE HCL/ASPIRIN,4410,4888,15429,1307318.22
National Total,OXYCODONE HCL-IBUPROFEN,IBUPROFEN/OXYCODONE HCL,190,214,581,50911.65
National Total,OXYCODONE-ACETAMINOPHEN,OXYCODONE HCL/ACETAMINOPHEN,2084949,430035,5523888,84314578.39
National Total,OXYCODONE-ASPIRIN,OXYCODONE HCL/OXYCODON TER/ASA,20,20,20,1694.71
National Total,OXYCONTIN,OXYCODONE HCL,283311,145494,1921320,945333427.9
National Total,OXYMORPHONE HCL,OXYMORPHONE HCL,11015,7124,50791,18400229.6
National Total,OXYMORPHONE HCL ER,OXYMORPHONE HCL,14848,8572,64237,23270710.78
National Total,OXYTOCIN,OXYTOCIN,25,  ,70,1675.46
National Total,OXYTROL,OXYBUTYNIN,9121,7582,34777,12421791.34
National Total,OZURDEX,DEXAMETHASONE,  ,  ,12,18659.92
National Total,PACERONE,AMIODARONE HCL,74805,47439,280996,8967974.36
National Total,PACLITAXEL,PACLITAXEL,410,240,1339,299952.71
National Total,PAIRE OB PLUS DHA,PNV #8/IRON PS CMP&ASPG/FA/DHA,11,  ,31,1318.17
National Total,PALGIC,CARBINOXAMINE MALEATE,40,35,42,1486.18
National Total,PAMELOR,NORTRIPTYLINE HCL,217,249,1042,1884925.65
National Total,PAMIDRONATE DISODIUM,PAMIDRONATE DISODIUM,336,194,1217,81789.52
National Total,PAMINE,METHSCOPOLAMINE BROMIDE,17,16,26,8795.18
National Total,PANCREAZE,LIPASE/PROTEASE/AMYLASE,6325,6796,27003,13035444.06
National Total,PANCRELIPASE 5000,LIPASE/PROTEASE/AMYLASE,6916,6990,28336,4173378.3
National Total,PANDEL,HYDROCORTISONE PROBUTATE,243,232,331,62054.44
National Total,PANRETIN,ALITRETINOIN,38,40,104,399780.03
National Total,PANTOPRAZOLE SODIUM,PANTOPRAZOLE SODIUM,2129982,370101,9733357,184662580.5
National Total,PAPAVERINE HCL,PAPAVERINE HCL,444,164,995,24907.14
National Total,PARAFON FORTE DSC,CHLORZOXAZONE,80,91,343,115447.99
National Total,PARCOPA,CARBIDOPA/LEVODOPA,263,272,1412,796795.36
National Total,PAREGORIC,PAREGORIC,562,568,1319,290502.13
National Total,PARICALCITOL,PARICALCITOL,14538,6626,23886,7528285.01
National Total,PARLODEL,BROMOCRIPTINE MESYLATE,61,66,172,111845.59
National Total,PARNATE,TRANYLCYPROMINE SULFATE,153,190,934,987799.91
National Total,PAROMOMYCIN SULFATE,PAROMOMYCIN SULFATE,373,272,467,110699.68
National Total,PAROXETINE HCL,PAROXETINE HCL,827016,245276,4826980,97872634.42
National Total,PASER,AMINOSALICYLIC ACID,11,  ,23,3759.82
National Total,PATADAY,OLOPATADINE HCL,270971,78411,774485,109519576.3
National Total,PATANASE,OLOPATADINE HCL,40712,18244,84766,15882618.48
National Total,PATANOL,OLOPATADINE HCL,181908,87840,511530,77496139.62
National Total,PAXIL,PAROXETINE HCL,3198,3555,15845,3723285.58
National Total,PAXIL CR,PAROXETINE HCL,1674,1939,10169,2370668.53
National Total,PCE,ERYTHROMYCIN BASE,75,75,125,32895.98
National Total,PEDI-DRI,NYSTATIN,529,327,1455,116834.99
National Total,PEDIARIX,HEP B VACCINE/DP(A)T-POLIO/PF,39,40,44,3450.98
National Total,PEDIPIROX-4,CICLOPIROX/NAIL LACQ/FT DEOD#4,26,26,32,5260.54
National Total,PEDVAXHIB,HAEMPH B POLYSAC CONJ-MENIN/PF,160,146,182,8916.48
National Total,PEG 3350-ELECTROLYTE,PEG 3350/NA SULFBICARBCL/KCL,174015,25398,183786,2156779.88
National Total,PEG-3350,SODIUM CHLORIDE/NAHCO3/KCL/PEG,12718,4568,12803,226731.36
National Total,PEG-3350 AND ELECTROLYTES,PEG 3350/NA SULFBICARBCL/KCL,181872,30876,190993,2994879.59
National Total,PEG-3350 WITH FLAVOR PACKS,SODIUM CHLORIDE/NAHCO3/KCL/PEG,217415,19915,224901,4297895.99
National Total,PEGANONE,ETHOTOIN,98,116,942,239114.56
National Total,PEGASYS,PEGINTERFERON ALFA-2A,5117,2955,21760,61636695.01
National Total,PEGASYS PROCLICK,PEGINTERFERON ALFA-2A,4507,2482,18818,53834747.08
National Total,PEGINTRON,PEGINTERFERON ALFA-2B,136,126,609,1465061.51
National Total,PEGINTRON REDIPEN,PEGINTERFERON ALFA-2B,1776,1274,7491,21037371.62
National Total,PEN NEEDLE,NEEDLES INSULIN DISP. SAFETY,4052,2985,11911,814113.01
National Total,PEN NEEDLE,NEEDLES INSULIN DISPOSABLE,59669,42437,153729,3097209.69
National Total,PEN NEEDLE,PEN NEEDLE DIABETIC SAFETY,17117,8995,57107,3075297.61
National Total,PEN NEEDLES,NEEDLES INSULIN DISPOSABLE,19997,15229,57672,1461519.26
National Total,PENICILLIN G POTASSIUM,PENICILLIN G POTASSIUM,164,152,439,335749.23
National Total,PENICILLIN G PROCAINE,PENICILLIN G PROCAINE,104,100,149,28112.19
National Total,PENICILLIN G SODIUM,PENICILLIN G SODIUM,78,76,214,221370.29
National Total,PENICILLIN GK-ISO-OSM DEXTROSE,PEN G POT/DEXTROSE-WATER,123,128,429,181981.35
National Total,PENICILLIN V POTASSIUM,PENICILLIN V POTASSIUM,572668,156652,751037,7128474.92
National Total,PENLAC,CICLOPIROX,179,182,333,164552.03
National Total,PENNSAID,DICLOFENAC SODIUM,20902,11386,39061,10742126.29
National Total,PENTACEL,DP(A)T-POLIO/HIB CONJ-TET/PF,32,23,33,2168.35
National Total,PENTAM 300,PENTAMIDINE ISETHIONATE,32,30,150,21045.18
National Total,PENTASA,MESALAMINE,21392,16907,107706,74045150.58
National Total,PENTAZOCINE-ACETAMINOPHEN,PENTAZOCINE HCL/ACETAMINOPHEN,1612,1322,5798,454477.94
National Total,PENTAZOCINE-NALOXONE HCL,PENTAZOCINE HCL/NALOXONE HCL,5511,4490,21628,2209287.6
National Total,PENTOXIFYLLINE,PENTOXIFYLLINE,105026,57157,500044,12685225.11
National Total,PEPCID,FAMOTIDINE,435,478,1494,447499.99
National Total,PERCOCET,OXYCODONE HCL/ACETAMINOPHEN,6303,7425,29872,23970680.21
National Total,PERCODAN,OXYCODONE HCL/ASPIRIN,135,135,211,26423.58
National Total,PERFOROMIST,FORMOTEROL FUMARATE,3207,2641,12765,5718570.88
National Total,PERINDOPRIL ERBUMINE,PERINDOPRIL ERBUMINE,6173,5679,30833,1774266.81
National Total,PERIO MED,STANNOUS FLUORIDE,53,44,105,1665.4
National Total,PERIOGARD,CHLORHEXIDINE GLUCONATE,6810,5088,11141,83737.27
National Total,PERJETA,PERTUZUMAB,44,40,170,895031.37
National Total,PERMETHRIN,PERMETHRIN,176275,88927,262862,19438966.84
